response_id,call_timestamp,calling_source,matched_spot_time,matched_end_time,matched_tfn,station,creative,impressions,attribution_window,attribution_status,weight
4247,2024-07-01 09:34:26,800-704-6523,2024-07-01 09:34:19,2024-07-01 10:04:19,800-704-6523,Station A,Creative 1,658.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4247,2024-07-01 09:34:26,800-704-6523,2024-07-01 09:34:19,2024-07-01 10:04:19,800-704-6523,Station A,Creative 1,658.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4248,2024-07-01 09:37:39,800-592-7098,2024-07-01 09:37:39,2024-07-01 10:07:39,800-592-7098,Station B,Creative 3,287.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4248,2024-07-01 09:37:39,800-592-7098,2024-07-01 09:37:39,2024-07-01 10:07:39,800-592-7098,Station B,Creative 3,287.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4249,2024-07-01 09:38:16,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4249,2024-07-01 09:38:16,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4250,2024-07-01 09:44:44,800-342-8028,2024-07-01 09:44:00,2024-07-01 10:14:00,800-342-8028,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4250,2024-07-01 09:44:44,800-342-8028,2024-07-01 09:44:00,2024-07-01 10:14:00,800-342-8028,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4251,2024-07-01 09:27:00,800-848-1571,2024-07-01 09:27:00,2024-07-01 09:57:00,800-848-1571,Station B,Creative 1,968.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4251,2024-07-01 09:27:00,800-848-1571,2024-07-01 09:27:00,2024-07-01 09:57:00,800-848-1571,Station B,Creative 1,968.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4252,2024-07-01 09:35:05,800-704-6523,2024-07-01 09:34:19,2024-07-01 10:04:19,800-704-6523,Station A,Creative 1,658.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4252,2024-07-01 09:35:05,800-704-6523,2024-07-01 09:34:19,2024-07-01 10:04:19,800-704-6523,Station A,Creative 1,658.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4253,2024-07-01 09:30:11,800-681-2760,2024-07-01 09:30:11,2024-07-01 10:00:11,800-681-2760,Station B,Creative 2,727.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4253,2024-07-01 09:30:11,800-681-2760,2024-07-01 09:30:11,2024-07-01 10:00:11,800-681-2760,Station B,Creative 2,727.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4254,2024-07-01 09:21:59,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4254,2024-07-01 09:21:59,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4255,2024-07-01 08:57:02,800-795-9021,2024-07-01 08:48:29,2024-07-01 09:18:29,800-795-9021,Station C,Creative 2,649.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4255,2024-07-01 08:57:02,800-795-9021,2024-07-01 08:48:29,2024-07-01 09:18:29,800-795-9021,Station C,Creative 2,649.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4256,2024-07-01 08:59:08,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4256,2024-07-01 08:59:08,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4257,2024-07-01 09:03:54,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4257,2024-07-01 09:03:54,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4258,2024-07-01 08:55:38,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4258,2024-07-01 08:55:38,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4259,2024-07-01 08:56:35,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4259,2024-07-01 08:56:35,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4260,2024-07-01 08:58:18,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4260,2024-07-01 08:58:18,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4261,2024-07-01 08:49:50,800-795-9021,2024-07-01 08:48:29,2024-07-01 09:18:29,800-795-9021,Station C,Creative 2,649.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4261,2024-07-01 08:49:50,800-795-9021,2024-07-01 08:48:29,2024-07-01 09:18:29,800-795-9021,Station C,Creative 2,649.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4262,2024-07-01 09:21:13,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4262,2024-07-01 09:21:13,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4263,2024-07-01 09:25:57,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN only),
4264,2024-07-01 08:58:39,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4264,2024-07-01 08:58:39,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4265,2024-07-01 08:26:06,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4265,2024-07-01 08:26:06,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4266,2024-07-01 08:34:53,800-612-7470,2024-07-01 08:34:53,2024-07-01 09:34:53,800-612-7470,Station A,Creative 3,949.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4266,2024-07-01 08:34:53,800-612-7470,2024-07-01 08:34:53,2024-07-01 09:34:53,800-612-7470,Station A,Creative 3,949.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4267,2024-07-01 08:20:04,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4267,2024-07-01 08:20:04,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4268,2024-07-01 08:20:37,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4268,2024-07-01 08:20:37,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4269,2024-07-01 08:23:53,800-316-6491,2024-07-01 08:23:53,2024-07-01 08:53:53,800-316-6491,Station C,Creative 1,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4269,2024-07-01 08:23:53,800-316-6491,2024-07-01 08:23:53,2024-07-01 08:53:53,800-316-6491,Station C,Creative 1,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4270,2024-07-01 08:24:26,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4270,2024-07-01 08:24:26,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4271,2024-07-01 08:25:41,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4271,2024-07-01 08:25:41,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4272,2024-07-01 08:24:57,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4272,2024-07-01 08:24:57,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4273,2024-07-01 08:26:35,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4273,2024-07-01 08:26:35,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4274,2024-07-01 08:27:42,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4274,2024-07-01 08:27:42,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4275,2024-07-01 08:41:01,800-980-6195,2024-07-01 08:41:01,2024-07-01 09:11:01,800-980-6195,Station A,Creative 2,301.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4275,2024-07-01 08:41:01,800-980-6195,2024-07-01 08:41:01,2024-07-01 09:11:01,800-980-6195,Station A,Creative 2,301.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4276,2024-07-01 08:52:27,800-772-3759,2024-07-01 08:52:27,2024-07-01 09:22:27,800-772-3759,Station A,Creative 1,992.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4276,2024-07-01 08:52:27,800-772-3759,2024-07-01 08:52:27,2024-07-01 09:22:27,800-772-3759,Station A,Creative 1,992.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4277,2024-07-01 08:53:25,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN only),
4278,2024-07-01 08:33:32,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4278,2024-07-01 08:33:32,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4279,2024-07-01 08:35:47,800-612-7470,2024-07-01 08:34:53,2024-07-01 09:34:53,800-612-7470,Station A,Creative 3,949.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4279,2024-07-01 08:35:47,800-612-7470,2024-07-01 08:34:53,2024-07-01 09:34:53,800-612-7470,Station A,Creative 3,949.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4280,2024-07-01 08:48:49,800-795-9021,2024-07-01 08:48:29,2024-07-01 09:18:29,800-795-9021,Station C,Creative 2,649.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4280,2024-07-01 08:48:49,800-795-9021,2024-07-01 08:48:29,2024-07-01 09:18:29,800-795-9021,Station C,Creative 2,649.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4281,2024-07-01 01:55:29,800-982-1912,2024-07-01 01:55:29,2024-07-01 02:25:29,800-982-1912,Station B,Creative 2,225.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4281,2024-07-01 01:55:29,800-982-1912,2024-07-01 01:55:29,2024-07-01 02:25:29,800-982-1912,Station B,Creative 2,225.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4282,2024-07-01 09:39:31,800-980-6195,2024-07-01 08:41:01,2024-07-01 09:11:01,800-980-6195,Station A,Creative 2,301.0,30 minutes,Attributed (TFN only),
4283,2024-07-01 09:39:58,800-980-6195,2024-07-01 08:41:01,2024-07-01 09:11:01,800-980-6195,Station A,Creative 2,301.0,30 minutes,Attributed (TFN only),
4284,2024-07-01 09:41:39,800-772-3759,2024-07-01 08:52:27,2024-07-01 09:22:27,800-772-3759,Station A,Creative 1,992.0,30 minutes,Attributed (TFN only),
4285,2024-07-01 06:49:22,800-592-3672,2024-07-01 05:40:25,2024-07-01 06:10:25,800-592-3672,Station B,Creative 1,785.0,30 minutes,Attributed (TFN only),
4286,2024-07-01 08:18:09,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4286,2024-07-01 08:18:09,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4287,2024-07-01 08:09:50,800-717-1449,2024-07-01 08:08:28,2024-07-01 08:38:28,800-717-1449,Station C,Creative 3,643.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4287,2024-07-01 08:09:50,800-717-1449,2024-07-01 08:08:28,2024-07-01 08:38:28,800-717-1449,Station C,Creative 3,643.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4288,2024-07-01 08:14:22,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4288,2024-07-01 08:14:22,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4289,2024-07-01 08:15:36,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4289,2024-07-01 08:15:36,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4290,2024-07-01 08:15:13,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4290,2024-07-01 08:15:13,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4291,2024-07-01 08:08:38,800-549-3767,2024-07-01 08:08:38,2024-07-01 09:08:38,800-549-3767,Station C,Creative 1,149.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4291,2024-07-01 08:08:38,800-549-3767,2024-07-01 08:08:38,2024-07-01 09:08:38,800-549-3767,Station C,Creative 1,149.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4292,2024-07-01 08:09:02,800-549-3767,2024-07-01 08:08:38,2024-07-01 09:08:38,800-549-3767,Station C,Creative 1,149.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4292,2024-07-01 08:09:02,800-549-3767,2024-07-01 08:08:38,2024-07-01 09:08:38,800-549-3767,Station C,Creative 1,149.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4293,2024-07-01 08:15:05,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4293,2024-07-01 08:15:05,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4294,2024-07-01 08:11:47,800-250-3697,2024-07-01 08:11:47,2024-07-01 08:41:47,800-250-3697,Station C,Creative 2,673.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4294,2024-07-01 08:11:47,800-250-3697,2024-07-01 08:11:47,2024-07-01 08:41:47,800-250-3697,Station C,Creative 2,673.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4295,2024-07-01 05:54:32,800-624-1749,2024-07-01 05:54:32,2024-07-01 06:24:32,800-624-1749,Station A,Creative 3,698.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4295,2024-07-01 05:54:32,800-624-1749,2024-07-01 05:54:32,2024-07-01 06:24:32,800-624-1749,Station A,Creative 3,698.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4296,2024-07-01 08:15:18,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4296,2024-07-01 08:15:18,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4297,2024-07-01 08:15:41,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4297,2024-07-01 08:15:41,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4298,2024-07-01 08:29:45,800-681-2178,2024-07-01 08:29:45,2024-07-01 08:59:45,800-681-2178,Station C,Creative 3,825.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4298,2024-07-01 08:29:45,800-681-2178,2024-07-01 08:29:45,2024-07-01 08:59:45,800-681-2178,Station C,Creative 3,825.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4299,2024-07-01 08:27:12,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4299,2024-07-01 08:27:12,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4300,2024-07-01 08:24:05,800-316-6491,2024-07-01 08:23:53,2024-07-01 08:53:53,800-316-6491,Station C,Creative 1,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4300,2024-07-01 08:24:05,800-316-6491,2024-07-01 08:23:53,2024-07-01 08:53:53,800-316-6491,Station C,Creative 1,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4301,2024-07-01 08:34:30,800-306-9790,2024-07-01 08:34:30,2024-07-01 09:34:30,800-306-9790,Station C,Creative 2,196.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4301,2024-07-01 08:34:30,800-306-9790,2024-07-01 08:34:30,2024-07-01 09:34:30,800-306-9790,Station C,Creative 2,196.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4302,2024-07-01 08:25:51,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4302,2024-07-01 08:25:51,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4303,2024-07-01 08:25:31,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4303,2024-07-01 08:25:31,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4304,2024-07-01 08:45:14,800-770-6913,2024-07-01 08:45:14,2024-07-01 09:15:14,800-770-6913,Station B,Creative 2,750.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4304,2024-07-01 08:45:14,800-770-6913,2024-07-01 08:45:14,2024-07-01 09:15:14,800-770-6913,Station B,Creative 2,750.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4305,2024-07-01 08:38:29,800-430-8964,2024-07-01 08:38:29,2024-07-01 09:08:29,800-430-8964,Station A,Creative 2,683.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4305,2024-07-01 08:38:29,800-430-8964,2024-07-01 08:38:29,2024-07-01 09:08:29,800-430-8964,Station A,Creative 2,683.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4306,2024-07-01 08:46:49,800-402-5217,2024-07-01 08:28:52,2024-07-01 08:58:52,800-402-5217,Station C,Creative 2,746.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4306,2024-07-01 08:46:49,800-402-5217,2024-07-01 08:28:52,2024-07-01 08:58:52,800-402-5217,Station C,Creative 2,746.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4307,2024-07-01 09:22:43,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4307,2024-07-01 09:22:43,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4308,2024-07-01 09:22:02,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
